Date,A,ABC,ABX,ADC,AEH,AFB,AGD,AKR,AMT,AP,ASA,ASR,ATR,AVB,BA,BANC,BBL,BBW,BFK,BGG,BHGE,BLL,BSAC,BT,C,CBG,CBS,CHH,CHT,CIR,CNI,CPF,CRY,CTB,D,DCI,DDF,DEI,DIS,DSW,DWDP,E,EEP,EIX,ELY,EPC,ESE,ETH,ETY,EVR,FCN,FMX,FOF,GCO,GME,GPS,HBI,HCP,HIX,HLX,HON,HQH,HYT,IGA,INGR,ITW,JPM,KF,KO,KRC,KYN,LCII,LEN,LGI,LLY,LNT,MAA,MBI,MCO,MFL,MGU,MKC,MMM,MSI,MTU,MWA,MYJ,NAV,NCA,NEA,NEU,NMI,NNC,NOM,NUS,NXQ,OLP,PAC,PB,PBT,PDS,PGH,PHI,PNM,PPR,PRGO,PWR,R,RE,REX,RNP,RSO,RVT,SBR,SCX,SHO,SJM,SMI,SNP,SPG,SPXX,SRI,SSW,STON,SU,SWK,SXI,TCF,TGI,THO,TISI,TLRD,TR,TTM,UIS,UNP,UTL,VALE,VIV,VTN,WBK,WEC,WG,WMT,WRE,WTR,X,ZBH
2007-01-03,23.154404,19.467813,26.110064,16.768982,10.595355,7.842567999999999,12.635365,15.838325,34.276581,22.598301,17.975521,28.430922999999996,24.829357,86.078484,67.582588,18.502638,24.486893,28.25,8.607781,19.67226,48.205856,9.950365,11.387866,19.402483,484.648285,33.650002,24.817575,26.108356,13.696772,35.390404,17.772152,650.493591,7.2849580000000005,11.727296,27.162623999999997,14.946708,4.79129,19.386206,28.695265000000003,15.71623,37.535216999999996,35.153645000000004,10.129242,33.008839,13.246881,50.190868,41.337326000000004,28.388893,6.02325,27.994428999999997,27.5,33.488411,7.746910000000001,37.299999,21.153694,15.009501,5.4771410000000005,18.147638,3.334427,29.85,34.491440000000004,6.106606,4.628571,6.508185,28.603262,35.358273,36.934959,35.972103000000004,17.446012,51.678096999999994,13.033641000000001,19.737015,44.488129,10.061128,33.936996,11.753942,34.704521,70.50883499999999,60.354358999999995,7.075143,12.842896000000001,30.163546000000004,58.92676899999999,70.15471600000001,12.343019,13.270098999999998,8.079134,34.009997999999996,5.853193,7.678178999999999,49.285072,6.221638,8.622334,10.03306,14.084856,8.465724,10.476306,22.419708,28.850464000000002,7.309138000000001,17.280424,6.666026,24.347897,21.433464,3.4317019999999996,16.588934,19.16,41.444503999999995,78.215576,18.02,10.711506,13.889904000000001,9.030383,17.940989000000002,11.333366,15.969195999999998,34.251171,7.85,46.392666,65.367805,7.917406,8.25,10.73201,8.873346000000002,30.492246999999995,38.838814,25.945168,21.405056,25.488951,33.513805,16.799999,30.550860999999998,22.350431,19.127087,79.0,18.597058999999998,14.975427999999999,9.792166,12.121902,7.913714,9.925099000000001,16.980857999999998,18.360001,36.573868,23.050859,13.470384,64.326538,73.164604
2007-01-04,23.228655,19.543812,25.935001,16.593843,10.615841,7.811833,12.440717,15.901672,34.141277,22.313513,17.519049,28.089489,24.770937,88.057457,67.855438,18.502638,23.633644,28.5,8.666046000000001,19.795403,46.034912,9.948114,11.481982,19.666725,482.98168899999996,33.34,24.605529999999998,26.120722,13.689926000000002,35.50555,17.432762,642.341675,7.122857000000001,11.278333,27.094440000000002,14.877791,4.859941,19.05196,28.921812,15.680026999999999,37.367439000000005,34.537189,10.061043,32.616734,13.255988,50.498191999999996,42.270458000000005,28.333842999999998,6.029273,29.021887,27.77,32.803513,7.555625,37.650002,21.350203,15.110548000000001,5.486253,18.437804999999997,3.3314160000000004,29.66,34.476139,6.162392,4.646142,6.471346,28.428946000000003,35.574017,37.027153000000006,35.32653,17.453201,52.48911700000001,12.883039,19.335819,44.013634,10.038763000000001,34.008438,11.843954,34.833275,70.674126,59.916649,7.095669,13.124166,30.022159999999996,58.693335999999995,70.086525,12.472109,12.958267999999999,8.036557,35.130001,5.870593,7.715769,49.525707000000004,6.35113,8.664247999999999,10.03306,14.062060999999998,8.496172,10.577938,21.892511,28.883368,7.044517,16.530729,6.497065,24.019823000000002,21.467825,3.4317019999999996,16.683135999999998,19.200001,41.985081,77.955513,18.01,10.772285,13.84131,9.001525,17.590929,11.228753,16.029255,33.744026,7.59,47.118179,65.348541,7.933647000000001,8.41,10.754436,8.968681,29.159674,39.083584,26.527817,21.266167000000003,25.551706,33.168224,16.68,31.315819,22.323076,19.047718,79.800003,18.46032,15.034266,9.673246,12.065759,7.863053,9.808846,16.984398000000002,18.459999,36.750759,23.113716,13.524237,63.722141,74.796799
2007-01-05,23.012638,19.307382999999998,25.821209,16.311682,10.628132,7.801587,12.207142999999999,15.603910999999998,33.843613,21.686966,17.037056,27.721790000000002,24.286873,87.054588,67.567451,18.502638,23.396631,28.35,8.675757,19.469461,45.691063,9.903005,11.305519,19.455963,480.437775,33.099998,24.259961999999998,25.731142000000002,13.409282000000001,33.797459,17.296188,638.016174,7.0561110000000005,11.409925,26.704765000000002,14.757181,4.831033000000001,18.674118,28.68688,15.141005999999999,37.013248,34.300095,10.092044,31.934198,12.864229,50.791538,41.850536,27.799093,6.029273,28.370140000000003,27.48,32.538123999999996,7.628314,36.75,21.381031,14.683044,5.520428,18.442719,3.3314160000000004,29.790001,34.147285,6.1400760000000005,4.628571,6.4437169999999995,27.980715000000004,35.443034999999995,36.719809999999995,34.606876,17.331097,51.757866,12.618459,19.084091,43.635791999999995,9.962747,33.800587,11.518057,34.324375,70.197716,59.032604000000006,7.075143,13.069726,29.841501,58.294281000000005,64.595551,12.402597,12.611792,8.036557,35.279999,5.771977,7.699664,48.305393,6.415879,8.682215,10.021258,13.689812,8.441357,10.582006,21.671442000000003,28.389778000000003,6.985198,16.695667,6.537293,23.598011,20.863098,3.4459989999999996,16.419373,18.799999,41.225124,76.931046,18.0,10.687866,13.938498999999998,8.869571,17.569044,11.361263000000001,15.873107999999998,33.556438,6.98,46.469299,63.838051,7.884924000000001,8.45,10.606435000000001,8.830974000000001,29.972414,38.930599,24.994068,21.042398000000002,25.300674,32.401932,14.925,31.260031,22.022247,18.395157,79.599998,18.231071,15.016615,9.347067,11.728908,7.89345,9.5753,16.633663000000002,18.389999,36.450794,22.605162,13.506287,62.892239000000004,74.749359
2007-01-08,22.931632999999998,19.611368,25.698671,16.306824,10.656812,7.801587,12.240511,15.388515,34.808769,21.594402,17.039885,28.187983000000003,24.382854000000002,88.117622,67.40827900000001,18.677574,23.504978,28.620001000000002,8.666046000000001,20.048907999999997,45.960747,9.941344,11.293754,19.50629,482.89401200000003,33.220001,24.385626000000002,25.817719,13.491425,34.478767,17.610737,630.695984,6.779588,11.293816,26.584635,14.778720000000002,4.874393,18.499725,28.946981,15.16916,36.808186,34.115685,10.23258,31.759937,12.736676,51.008068,41.962524,27.799096999999996,6.02325,27.588057,27.58,33.077477,7.735428999999999,37.240002000000004,20.999565,15.747926000000001,5.652572,18.742720000000002,3.3434660000000003,29.530001000000002,34.353771,6.158671,4.670743,6.480556,28.345945,35.574017,36.842743,34.628052000000004,17.442423,51.445446000000004,12.545183,19.422352,42.809841,9.926974000000001,33.644690999999995,11.468397999999999,34.606419,70.187996,59.015453,7.085406,12.52081,29.770798,58.422256000000004,63.435986,12.422459,12.083411,8.052526,35.490002000000004,5.7545779999999995,7.737247,47.798363,6.6572130000000005,8.610358,10.021258,13.78098,8.465724,10.516963,21.909523,28.175886,7.099260000000001,16.913079999999997,6.589589999999999,23.762047,20.959298999999998,3.474596,16.099087,19.030001000000002,40.864734999999996,76.647316,17.76,10.74527,13.857505999999999,8.923178,17.954128,11.214803,15.867098,33.250748,7.13,47.123295,64.108032,7.970186999999999,8.41,10.462922,8.915719000000001,30.137434000000002,38.785286,24.29146,20.97295,26.029633,32.627311999999996,15.885,31.148498999999997,21.912855,18.395157,80.099998,18.259228,15.028385,9.673246,11.789728,7.89345,9.553506,16.481316,18.5,36.150828999999995,22.485167,13.428493,63.740204000000006,74.265404
2007-01-09,22.958633,19.548030999999998,25.724926,16.350610999999997,10.632227,7.8476919999999994,12.307247,15.458198999999999,35.3139,22.384714000000002,17.025709,29.159754,24.437096,86.49969499999999,66.695801,18.536282999999997,23.755535000000002,29.25,8.724302,20.215495999999998,46.061882000000004,9.968405,11.20905,19.723345000000002,478.683502,33.970001,24.259961999999998,25.786798,13.450354,34.689877,17.59832,633.35791,6.770053,11.533783,26.539175,14.701185,4.874393,18.339874,28.905029,14.988144,36.714981,33.694179999999996,10.271849000000001,31.701851,12.973558,51.937012,42.335766,27.814913,6.02325,27.603379999999998,27.549999,32.555248,7.788989,37.610001000000004,21.712393,15.693514000000002,5.625232,18.841079999999998,3.3434660000000003,29.4,34.598499,6.162392,4.6812879999999994,6.471346,28.337645000000002,35.843689000000005,36.689071999999996,34.617461999999996,17.456791,51.704693,12.524837,19.524618,42.862559999999995,9.886733,33.664196000000004,11.471501,35.115326,70.362999,58.534820999999994,7.095669,12.620607000000001,29.872908000000002,58.490025,62.276408999999994,12.551549000000001,12.066085000000001,8.047198,35.689999,5.771977,7.764092999999999,48.56321,6.568919999999999,8.574428999999999,9.968175,13.925317000000001,8.538803999999999,10.212064,21.541058,28.003138,7.049073,17.025522,6.476946,23.176199,20.918067999999998,3.4793629999999998,15.957779,19.17,40.911751,76.49760400000001,17.67,10.890482,14.011388,8.881943,17.765964999999998,11.214803,16.059283999999998,33.278538,7.48,45.810207,65.43852199999999,8.035152,8.68,10.749949,8.767418,29.592865000000003,39.488937,24.565655,21.003813,25.937904,32.672379,16.594998999999998,31.897514,21.926525,18.104151,81.5,18.269281,15.034266,9.391237,11.462235,7.928911,9.772518,16.431713000000002,18.450001,36.450794,22.845156,13.362669,63.325256,74.312828
2007-01-10,22.749365,19.640921,25.366055,16.160881,10.656812,7.778753999999999,12.513017999999999,15.515215,35.458221,22.377565,16.642951999999998,28.818323,24.462135,87.810089,67.65837900000001,18.536282999999997,23.701359,28.49,8.704885,20.266195,45.084278000000005,10.065387,11.084349000000001,19.474838000000002,474.82379199999997,34.25,24.472017,26.844241999999998,13.333989,34.996959999999994,17.660404,631.361633,6.9035470000000005,11.766007,26.464471999999997,14.658104999999999,4.870759,18.630518,28.938593,15.539239000000002,36.770905,33.140953,10.271849000000001,31.643751,12.909785000000001,52.803089,41.757225,27.720001,6.029273,28.163116,27.18,33.125984,7.785164999999999,37.57,21.824135000000002,15.576928,5.627512,19.342724,3.355514,28.74,34.384357,6.1735489999999995,4.69886,6.508185,28.138433000000003,36.059437,36.958012,35.231281,17.481928,52.415974,12.626597,19.241421,43.073437,9.825629,33.553776,11.487017,35.440674,70.129654,59.152781999999995,7.100799,12.46183,29.833639,58.61805699999999,61.935352,12.472109,11.970807,8.04188,36.299999,5.77722,7.7689449999999995,47.695244,6.587828999999999,8.643563,10.003689999999999,13.735389999999999,8.516188,9.793336,21.711121,27.91263,7.071886999999999,16.943064,6.489017,23.124643,20.938679,3.503194,15.750535000000001,19.73,41.029263,76.639442,17.6,10.856709,13.857505999999999,8.980902,17.468401,11.221772,16.653852,33.021473,7.47,43.434357,66.59545899999999,8.004489,8.95,10.624372,8.838036,28.755375,39.947842,24.659906,20.957518,25.851013000000002,32.492088,16.295,32.7103,21.762438,17.910147,81.900002,18.124495,15.046033999999999,9.642667,11.50434,7.974512,9.632389,16.438807,18.49,36.366196,23.096571,13.314797,63.902554,74.066109
2007-01-11,22.749365,19.953344,25.243515,16.45277,10.595355,7.79933,12.652051,15.749628,35.584499,22.491848,16.728008,29.934541999999997,24.962894,90.537865,67.332466,18.569925,24.649414,28.629998999999998,8.681965,20.715270999999998,44.699989,10.139812,11.213757000000001,19.575499,475.174683,34.939999,24.503432999999998,27.301841999999997,13.511957999999998,35.284843,17.788708,641.509949,6.9035470000000005,11.394444,26.259905,14.752872,4.870759,19.124622,29.358114,15.643823999999999,37.311516,33.351707,10.222249,31.295222999999996,13.173993,53.759964000000004,43.138256,28.376434000000003,6.0473419999999996,28.676847,27.389999,33.748093,7.741683999999999,38.799999,22.355871,15.942245999999999,5.677633,19.342724,3.361539,28.0,34.957935,6.2293330000000005,4.688316,6.508185,28.694563,36.583378,37.11937,35.453526000000004,17.503475,53.519493000000004,12.606244,19.501017,43.881832,9.937946,33.923984999999995,11.446669,35.917858,70.149101,59.899471,7.027634,12.516269,29.959324,59.220397999999996,62.071762,12.273507,12.057426,8.040813,37.919998,5.794689,7.758162,49.56007,6.5287440000000005,8.583451,10.056958999999999,13.849348999999998,8.589553,9.756747,22.640785,28.167662,7.030825999999999,16.770632,6.460856,23.134016,20.966173,3.507961,15.731697,19.719998999999998,41.123267999999996,77.632416,16.780001000000002,10.855008999999999,14.197671,9.112855,17.254219,11.200852000000001,16.816004,33.473061,7.52,43.000065,67.91310899999999,7.992228999999999,8.92,10.974186999999999,8.830974000000001,28.759490999999997,40.513824,25.054047,21.127275,26.068243,34.497944,16.955,33.714317,21.947039,18.6068,82.0,18.1989,15.063694,9.805757,11.457554,7.956705,9.808846,16.513203,18.780001000000002,36.612320000000004,23.319433,13.189131,64.91289499999999,74.49316400000001
2007-01-12,22.681862,19.999794,25.602388,16.491688,10.595355,7.809621000000001,12.640928,15.781301000000001,35.891186,22.491848,16.929314,29.809790000000003,25.19241,91.306709,66.794365,18.576647,24.825481,29.139999,8.720984,21.164347,45.825916,10.223256,11.263167,19.641558,477.016693,34.16,24.833284,27.116331,13.477732999999999,35.841408,18.28536,644.338074,7.01797,11.642151,25.977401999999998,14.778720000000002,4.910743,18.964762,29.542707,15.853003,37.693672,33.752132,10.29252,31.186306,13.310652,53.264072,43.642139,28.58997,6.02325,28.255131,27.620001000000002,33.62254,7.699358999999999,39.599998,22.209446,15.779017999999999,5.745985,19.367319000000002,3.361539,29.889999,34.843231,6.299994,4.7058860000000005,6.5910720000000005,28.993384999999996,36.63731,36.873486,35.908604,17.435244,53.831924,12.553327000000001,19.839277,44.066368,9.951424000000001,34.16431,11.459085,36.202908,70.53801,59.539005,7.053397,12.625144,29.833639,59.755005000000004,61.423759,12.551549000000001,12.325949000000001,8.067528999999999,38.400002,5.800514,7.785117,50.299145,6.469659,8.643563,10.068806,13.856948000000001,8.552866,9.825855,22.958233,28.027811,7.026263,16.845596,6.806828,23.598011,20.7875,3.493661,15.731697,20.6,41.240795,78.17615500000001,16.219998999999998,10.841417999999999,14.343452,9.154086999999999,17.188098999999998,11.228753,16.713905,33.132629,7.76,43.071602,67.713837,7.975874,9.02,11.122185,8.85922,30.166327000000003,40.705044,25.054047,20.841768,25.754459,34.685757,16.91,34.375687,22.049597,18.88899,82.099998,18.492493,15.081338,10.091165,11.523056,7.961791000000001,9.865935,16.527372,18.99,36.904598,23.445131,13.266921,66.11264,74.66394
2007-01-16,22.641356,20.122234,25.392313,16.598710999999998,10.591254,7.804474000000001,12.785518,16.047388,35.855098999999996,21.191906,17.014378,30.184054999999997,25.476175,93.30574,66.695801,18.643929999999997,24.094126,28.700001,8.716104,21.026723999999998,45.320248,10.209728,11.329046,19.496857000000002,480.437775,35.91,24.723330999999998,27.382234999999998,13.826826,34.469177,18.66614,637.683289,7.218211,11.572482,25.993645,14.843326999999999,4.918012,19.284479,29.391674,15.853003,37.824165,33.578266,10.395859,31.179040999999998,13.091994999999999,52.824036,44.230019,27.838633,6.059387,27.565046000000002,27.030001000000002,34.013504,7.764769,39.529999,22.228714,15.553602,5.8553440000000005,19.377155,3.382622,29.799999,34.889114,6.352058,4.69886,6.554235,29.084682,36.791424,37.180836,36.035606,17.417285999999997,54.629622999999995,12.484131,20.138203,43.688526,9.973888,34.346176,11.266649000000001,36.735855,70.333839,59.530411,7.068855999999999,12.634222,29.880758,59.905602,61.901244999999996,12.760079,12.126724000000001,8.110266000000001,38.400002,5.806337,7.763555,49.21632,6.440116000000001,8.607492,10.068806,13.788573999999999,8.552866,9.7974,23.525105,27.476640999999997,6.9578240000000005,16.830612,6.718325,23.110584,20.574478,3.5222559999999996,15.731697,20.73,41.467991,77.742737,16.35,10.848217,14.254363,9.277796,17.139633,11.159005,16.695889,32.93116,8.3,42.601535999999996,69.71923100000001,7.992228999999999,9.35,11.122185,8.834502,29.642360999999998,40.735626,25.00264,20.787754,26.787539000000002,34.805973,17.025,33.929462,21.885510999999997,19.488638,83.300003,19.190282999999997,15.0225,9.972242999999999,11.551125,7.921089,9.807807,16.594687,19.309998999999998,37.158443,23.525145000000002,13.518256,65.20153,74.68293
2007-01-17,22.189075,20.422001,25.27853,16.370068,10.611744,7.814764,12.735472,16.098066,35.755882,21.520466,17.130613,29.803225,25.409401000000003,93.827209,67.324913,18.603567,23.931606,28.379998999999998,8.779511,20.526954999999997,45.24609,10.275127000000001,11.376104,19.537748,477.10461399999997,35.700001,24.668362,27.091595,13.854207,34.411594,18.517143,631.8604740000001,7.342169,11.564743,26.009869000000002,14.731339000000002,4.899838,19.720446,29.576266999999998,15.816794,37.982620000000004,33.320099,10.430992999999999,31.186306,13.183104,53.417728000000004,44.715225,28.107542,6.059387,27.526714000000002,27.030001000000002,34.153335999999996,7.764769,39.610001000000004,22.178623,15.43701,5.830284,19.032888,3.37201,30.73,34.827942,6.42272,4.684803,6.532744,29.117887,36.660431,37.211571,35.781605,17.453201,54.848988,12.57775,20.3978,45.64801,9.960409,34.326698,11.285275,36.766846,69.37129200000001,60.54319,7.048245,12.738561,29.872908000000002,59.416176,62.99260699999999,12.621058,12.213341999999999,8.104928999999998,38.830002,5.8704,7.790512,49.259285,6.416479,8.643563,9.707725,13.636636,8.595663,9.817730000000001,23.814203,27.369682,7.021704,17.415363,6.915450999999999,23.387106,20.375191,3.507961,16.183865,20.65,41.334816,77.340836,16.950001,10.800652000000001,14.189567000000002,9.244808,17.315912,11.263622999999999,16.563765,32.993697999999995,8.02,41.814713,69.931343,8.041285,9.26,11.175997,8.827444999999999,29.943548,40.934502,24.865548999999998,20.710598,25.95722,35.061382,17.07,33.78603,21.762438,19.488638,83.400002,18.910767,15.063694,10.050392,11.597908,7.941444000000001,9.793275999999999,16.545088,19.389999,37.073822,23.062296,13.614004000000001,64.930931,75.26179499999999
